Customer_ID,Age,Gender,Total_Spend,Average_Order_Value,Purchase_Frequency,Last_Purchase_Days,Customer_Rating,Complaint_Raised,Return_Count,Churn
C02496,46,0,1528,382.0,4,103,3,0,4,0
C02497,25,1,4260,710.0,6,117,4,1,3,1
C02498,26,0,6504,813.0,8,45,4,1,5,1
C02499,42,1,8107,737.0,11,69,2,1,4,1
C02500,57,0,763,763.0,1,9,4,0,5,0
C02501,30,1,3368,421.0,8,84,4,1,3,1
C02502,26,0,3265,653.0,5,30,4,1,4,1
C02503,34,0,4296,716.0,6,88,1,0,4,0
C02504,35,0,6545,595.0,11,96,1,0,5,0
C02505,45,1,3090,515.0,6,39,5,1,3,1
C02506,43,1,866,433.0,2,90,2,1,2,1
C02507,19,0,4010,401.0,10,103,1,0,2,0
C02508,49,0,3600,400.0,9,73,4,1,0,0
C02509,43,1,2655,531.0,5,43,5,0,4,0
C02510,56,1,5076,423.0,12,4,2,1,4,1
C02511,47,1,966,322.0,3,4,2,0,3,0
C02512,39,1,1720,430.0,4,78,4,0,2,0
C02513,19,1,2155,431.0,5,120,4,0,2,0
C02514,32,1,1269,423.0,3,41,2,1,5,1
C02515,50,0,7776,864.0,9,7,2,1,3,1
C02516,42,1,6309,701.0,9,111,4,0,1,0
C02517,44,0,770,770.0,1,38,4,1,4,1
C02518,59,0,2360,472.0,5,53,4,1,3,1
C02519,30,1,4250,850.0,5,3,3,1,3,1
C02520,21,1,8415,765.0,11,39,2,1,2,1
C02521,50,1,4053,579.0,7,29,5,1,0,0
C02522,32,0,7359,669.0,11,11,2,1,3,1
C02523,18,0,6318,702.0,9,11,4,1,2,1
C02524,18,0,3930,786.0,5,82,2,0,1,0
C02525,29,1,804,402.0,2,35,5,0,1,0
C02526,49,1,3700,370.0,10,24,4,0,5,0
C02527,22,0,9163,833.0,11,53,2,0,2,0
C02528,26,0,1292,323.0,4,21,1,1,5,1
C02529,23,0,5040,720.0,7,11,3,0,2,0
C02530,32,1,3114,346.0,9,98,1,1,2,1
C02531,55,0,5244,874.0,6,94,3,0,0,0
C02532,28,1,6516,724.0,9,78,3,0,3,0
C02533,21,0,6552,728.0,9,78,5,1,3,1
C02534,52,0,4176,522.0,8,51,3,0,4,0
C02535,40,1,1610,322.0,5,113,2,0,4,0
C02536,47,1,6633,603.0,11,38,4,1,2,1
C02537,44,0,1900,475.0,4,116,5,1,4,1
C02538,46,1,555,555.0,1,112,2,1,0,1
C02539,26,1,1068,534.0,2,34,4,1,5,1
C02540,53,1,6696,837.0,8,90,3,1,2,1
C02541,20,1,3752,469.0,8,109,5,0,3,0
C02542,24,0,303,303.0,1,89,2,1,2,1
C02543,30,1,4263,609.0,7,92,3,0,5,0
C02544,37,1,4020,402.0,10,99,2,1,3,1
C02545,24,0,3768,628.0,6,80,5,1,1,0
C02546,20,1,1728,576.0,3,30,1,1,2,1
C02547,36,0,3832,479.0,8,48,5,0,3,0
C02548,34,0,6963,633.0,11,39,1,0,5,0
C02549,34,0,6083,553.0,11,91,3,0,1,0
C02550,28,0,2060,412.0,5,102,5,1,4,1
C02551,41,0,2121,303.0,7,40,2,0,1,0
C02552,57,1,4455,405.0,11,41,2,0,5,0
C02553,20,0,7280,728.0,10,36,2,1,5,1
C02554,29,0,4712,589.0,8,2,4,0,0,0
C02555,39,1,3052,436.0,7,43,3,1,0,0
C02556,25,1,3712,464.0,8,59,2,0,3,0
C02557,43,1,3855,771.0,5,46,5,0,5,0
C02558,30,1,4490,898.0,5,90,1,0,4,0
C02559,54,1,6102,678.0,9,17,4,0,3,0
C02560,59,1,1778,889.0,2,82,4,0,3,0
C02561,60,0,590,590.0,1,55,3,1,5,1
C02562,37,1,9801,891.0,11,106,1,1,5,1
C02563,40,0,326,326.0,1,18,4,1,5,1
C02564,32,1,2756,689.0,4,29,1,0,3,0
C02565,40,1,7254,806.0,9,44,3,0,1,0
C02566,28,0,2075,415.0,5,81,5,1,0,0
C02567,19,1,3120,312.0,10,41,5,0,5,0
C02568,57,0,2436,812.0,3,20,3,0,0,0
C02569,31,1,6041,863.0,7,80,4,0,3,0
C02570,46,0,10692,891.0,12,101,2,1,0,0
C02571,53,1,1694,847.0,2,58,3,1,5,1
C02572,45,0,892,892.0,1,72,2,0,0,1
C02573,26,0,2034,339.0,6,91,2,0,4,0
C02574,40,1,2375,475.0,5,17,2,0,2,0
C02575,24,0,2300,460.0,5,54,3,0,2,0
C02576,26,1,2934,489.0,6,6,1,1,4,1
C02577,30,0,2424,606.0,4,71,2,1,5,1
C02578,32,1,5175,575.0,9,8,4,1,4,1
C02579,37,1,2240,320.0,7,60,5,1,2,1
C02580,49,0,5341,763.0,7,74,3,0,4,0
C02581,34,0,1004,502.0,2,62,3,0,2,0
C02582,33,1,1566,522.0,3,88,1,0,1,1
C02583,45,0,3344,418.0,8,55,4,0,1,0
C02584,49,0,2040,340.0,6,25,2,0,5,0
C02585,20,0,5268,439.0,12,54,4,0,3,0
C02586,39,0,1620,540.0,3,52,1,0,0,0
C02587,21,0,515,515.0,1,79,5,0,2,0
C02588,42,0,3464,433.0,8,37,1,0,3,0
C02589,38,0,10596,883.0,12,22,1,0,1,0
C02590,51,1,8525,775.0,11,62,4,0,1,0
C02591,50,1,6381,709.0,9,84,4,0,5,0
C02592,47,0,9012,751.0,12,33,3,0,3,0
C02593,55,1,7587,843.0,9,52,1,1,3,1
C02594,57,0,1116,372.0,3,58,4,1,4,1
C02595,34,0,6512,592.0,11,7,4,0,4,0
C02596,22,1,1284,642.0,2,49,3,1,1,0
C02597,50,1,5769,641.0,9,26,5,1,0,0
C02598,58,1,1454,727.0,2,8,4,1,3,1
C02599,39,0,4710,785.0,6,43,1,0,0,0
C02600,35,1,2400,600.0,4,1,5,0,5,0
C02601,39,1,1164,388.0,3,47,1,1,2,1
C02602,28,1,7152,894.0,8,78,2,0,0,0
C02603,24,0,6588,732.0,9,65,3,1,0,0
C02604,32,0,1168,584.0,2,107,1,1,3,1
C02605,38,0,4345,395.0,11,78,3,1,4,1
C02606,39,1,4170,695.0,6,22,1,0,2,0
C02607,58,0,7272,808.0,9,99,5,0,0,0
C02608,49,0,926,463.0,2,69,3,1,0,0
C02609,26,1,2163,309.0,7,80,2,1,5,1
C02610,27,0,3078,513.0,6,87,2,1,4,1
C02611,52,0,3666,611.0,6,59,2,0,3,0
C02612,58,1,5168,646.0,8,109,3,1,0,0
C02613,49,0,4536,648.0,7,12,2,1,2,1
C02614,20,0,438,438.0,1,81,5,1,4,1
C02615,38,1,519,519.0,1,109,2,0,3,1
C02616,20,0,2124,708.0,3,101,1,1,4,1
C02617,40,0,3112,389.0,8,101,2,0,3,0
C02618,42,0,2673,891.0,3,61,1,1,3,1
C02619,51,1,3144,786.0,4,56,4,1,0,0
C02620,46,0,2688,336.0,8,5,3,0,3,0
C02621,31,0,4265,853.0,5,91,5,0,2,0
C02622,28,1,3776,472.0,8,107,3,1,0,0
C02623,40,0,442,442.0,1,25,4,0,1,0
C02624,25,1,1614,807.0,2,4,1,0,0,0
C02625,35,0,3960,792.0,5,99,3,0,1,0
C02626,38,1,1520,760.0,2,49,1,0,4,0
C02627,34,0,6370,637.0,10,106,1,0,1,0
C02628,56,0,5558,794.0,7,42,1,1,1,0
C02629,45,1,3584,512.0,7,30,4,0,3,0
C02630,29,1,2388,597.0,4,92,5,0,2,0
C02631,53,0,3755,751.0,5,31,2,0,2,0
C02632,23,1,349,349.0,1,117,5,1,1,0
C02633,48,0,3976,497.0,8,51,2,1,3,1
C02634,40,0,3558,593.0,6,29,2,0,3,0
C02635,27,1,7362,818.0,9,99,2,0,4,0
C02636,19,0,451,451.0,1,60,4,1,3,1
C02637,29,1,2068,517.0,4,85,2,0,4,0
C02638,57,1,3290,329.0,10,38,4,1,0,0
C02639,57,1,3882,647.0,6,106,2,1,3,1
C02640,29,0,3112,778.0,4,72,3,1,2,1
C02641,20,0,1155,385.0,3,108,1,1,1,1
C02642,31,0,6920,865.0,8,22,5,1,0,0
C02643,25,0,4035,807.0,5,77,5,1,3,1
C02644,33,0,4587,417.0,11,32,1,0,5,0
C02645,25,0,4416,736.0,6,82,5,0,4,0
C02646,18,1,1806,301.0,6,40,3,0,2,0
C02647,36,1,3591,399.0,9,89,3,0,1,0
C02648,38,1,4214,602.0,7,46,2,1,3,1
C02649,19,1,8592,716.0,12,56,5,0,3,0
C02650,52,1,6369,579.0,11,64,1,0,5,0
C02651,41,1,6424,584.0,11,78,5,1,1,0
C02652,24,1,3972,331.0,12,72,1,0,0,0
C02653,60,0,2310,462.0,5,87,4,0,2,0
C02654,39,0,2569,367.0,7,13,3,1,1,0
C02655,59,0,2268,324.0,7,43,2,1,2,1
C02656,22,0,9526,866.0,11,25,1,1,1,0
C02657,38,0,884,442.0,2,106,3,1,4,1
C02658,21,1,2343,781.0,3,64,3,1,4,1
C02659,43,1,481,481.0,1,44,5,0,0,0
C02660,34,1,7744,704.0,11,83,5,1,0,0
C02661,36,0,1022,511.0,2,76,3,1,4,1
C02662,52,1,3256,814.0,4,60,2,1,4,1
C02663,48,0,3745,749.0,5,12,2,0,1,0
C02664,37,0,786,393.0,2,15,3,0,3,0
C02665,51,1,8327,757.0,11,53,3,1,3,1
C02666,40,1,5720,715.0,8,7,5,1,4,1
C02667,26,0,6570,730.0,9,81,1,1,3,1
C02668,24,1,4128,688.0,6,113,5,0,5,0
C02669,45,0,1110,555.0,2,8,1,1,4,1
C02670,32,1,8107,737.0,11,75,4,0,5,0
C02671,41,0,1852,463.0,4,31,5,1,2,1
C02672,28,0,3408,852.0,4,114,1,1,0,0
C02673,41,0,4668,778.0,6,81,3,0,2,0
C02674,48,1,4566,761.0,6,29,5,0,0,0
C02675,41,1,4632,772.0,6,21,2,0,4,0
C02676,39,0,385,385.0,1,13,4,0,2,0
C02677,50,0,6237,891.0,7,62,3,0,2,0
C02678,47,0,3017,431.0,7,35,3,0,4,0
C02679,24,0,4014,446.0,9,97,3,1,0,0
C02680,53,1,4086,454.0,9,20,5,0,4,0
C02681,39,1,1000,500.0,2,68,5,0,4,0
C02682,51,0,7337,667.0,11,66,2,1,4,1
C02683,59,0,4332,722.0,6,24,2,1,2,1
C02684,40,0,5046,841.0,6,68,2,0,2,0
C02685,32,0,2280,570.0,4,30,4,1,3,1
C02686,45,1,4272,534.0,8,93,2,0,5,0
C02687,53,0,3520,352.0,10,76,1,1,5,1
C02688,43,1,7500,625.0,12,13,2,0,3,0
C02689,47,1,1564,782.0,2,48,2,1,5,1
C02690,42,1,843,843.0,1,79,2,0,2,1
C02691,52,1,1503,501.0,3,91,5,1,0,0
C02692,44,1,674,674.0,1,17,1,1,4,1
C02693,41,1,2275,325.0,7,61,3,0,0,0
C02694,49,1,7030,703.0,10,20,1,1,4,1
C02695,21,1,2892,723.0,4,109,5,0,2,0
C02696,55,1,7711,701.0,11,108,1,0,3,0
C02697,23,0,4350,725.0,6,29,2,1,3,1
C02698,54,0,5920,740.0,8,67,4,0,0,0
C02699,32,1,399,399.0,1,61,1,0,3,1
C02700,49,1,5750,575.0,10,88,3,0,3,0
C02701,60,0,4760,595.0,8,62,1,0,4,0
C02702,24,1,2331,333.0,7,10,2,1,0,0
C02703,42,1,4716,524.0,9,100,1,1,4,1
C02704,20,1,730,730.0,1,18,2,1,3,1
C02705,54,1,3510,351.0,10,54,5,1,2,1
C02706,53,1,1827,609.0,3,116,3,1,2,1
C02707,46,0,5350,535.0,10,78,3,0,5,0
C02708,24,1,5957,851.0,7,80,2,1,3,1
C02709,22,0,2970,330.0,9,65,5,0,1,0
C02710,52,1,4308,359.0,12,61,5,0,3,0
C02711,37,0,7011,779.0,9,9,2,1,1,0
C02712,48,0,1740,348.0,5,65,4,0,4,0
C02713,57,0,2656,332.0,8,87,1,0,3,0
C02714,44,1,2228,557.0,4,8,2,0,5,0
C02715,43,0,7620,762.0,10,57,5,1,1,0
C02716,56,1,3399,309.0,11,97,4,1,4,1
C02717,27,1,7088,886.0,8,13,3,0,2,0
C02718,21,0,4739,677.0,7,12,2,1,2,1
C02719,25,1,2148,537.0,4,90,5,0,1,0
C02720,54,1,3942,438.0,9,28,4,1,1,0
C02721,54,1,464,464.0,1,38,2,0,0,0
C02722,39,0,618,309.0,2,29,4,0,1,0
C02723,48,0,9438,858.0,11,62,5,1,5,1
C02724,48,0,1692,423.0,4,29,1,1,1,0
C02725,58,1,2700,450.0,6,33,2,1,3,1
C02726,29,1,9684,807.0,12,48,4,0,2,0
C02727,46,0,1185,395.0,3,15,3,1,3,1
C02728,33,1,6912,576.0,12,79,5,0,2,0
C02729,44,1,8830,883.0,10,53,5,0,2,0
C02730,23,0,788,788.0,1,12,4,1,3,1
C02731,35,1,696,348.0,2,20,3,1,0,0
C02732,45,1,3346,478.0,7,10,3,1,2,1
C02733,30,1,3531,321.0,11,20,5,0,4,0
C02734,29,1,936,312.0,3,8,1,1,2,1
C02735,30,1,6296,787.0,8,43,4,1,2,1
C02736,54,0,2055,411.0,5,62,1,0,1,0
C02737,59,0,4356,396.0,11,95,3,0,5,0
C02738,53,0,3255,465.0,7,13,3,0,2,0
C02739,53,1,1688,844.0,2,48,3,0,1,0
C02740,27,0,2412,804.0,3,100,3,0,3,0
C02741,24,0,4587,417.0,11,98,2,1,2,1
C02742,21,0,1755,351.0,5,33,5,0,0,0
C02743,27,1,363,363.0,1,11,1,1,4,1
C02744,56,1,4617,513.0,9,40,4,1,5,1
C02745,50,1,1071,357.0,3,83,5,1,4,1
C02746,41,0,3456,576.0,6,56,2,0,2,0
C02747,36,1,1568,784.0,2,54,4,1,4,1
C02748,42,1,5238,873.0,6,46,1,0,5,0
C02749,42,1,3755,751.0,5,54,3,0,2,0
C02750,53,1,6279,897.0,7,117,5,1,4,1
C02751,27,0,2940,420.0,7,81,2,1,0,0
C02752,59,1,7821,869.0,9,90,2,1,4,1
C02753,34,0,5824,728.0,8,21,4,0,3,0
C02754,57,0,2768,692.0,4,54,1,1,1,0
C02755,31,0,1767,589.0,3,98,3,0,2,0
C02756,39,1,3663,407.0,9,109,4,1,4,1
C02757,38,1,2970,330.0,9,11,3,0,1,0
C02758,24,1,2149,307.0,7,43,3,0,0,0
C02759,45,0,7560,840.0,9,56,3,1,1,0
C02760,32,0,6624,828.0,8,36,2,1,4,1
C02761,57,1,6612,551.0,12,29,3,1,3,1
C02762,44,0,2849,407.0,7,33,5,0,5,0
C02763,56,1,1401,467.0,3,98,1,0,4,1
C02764,21,1,4896,544.0,9,41,5,0,5,0
C02765,20,1,3474,386.0,9,72,4,1,2,1
C02766,44,1,2028,676.0,3,93,1,0,1,1
C02767,46,0,6561,729.0,9,20,4,1,5,1
C02768,30,1,3495,699.0,5,92,2,1,1,0
C02769,28,1,3647,521.0,7,2,4,0,0,0
C02770,51,1,5886,654.0,9,67,4,0,5,0
C02771,60,0,7440,744.0,10,65,2,0,2,0
C02772,40,1,6985,635.0,11,28,5,0,4,0
C02773,43,0,3246,541.0,6,86,4,0,1,0
C02774,39,1,8240,824.0,10,8,3,1,1,0
C02775,21,0,1000,500.0,2,39,5,1,3,1
C02776,45,0,5530,553.0,10,10,1,0,3,0
C02777,54,0,3512,439.0,8,21,5,0,2,0
C02778,49,1,1564,391.0,4,56,1,0,1,0
C02779,59,1,7579,689.0,11,46,1,1,2,1
C02780,56,1,6108,509.0,12,61,5,1,5,1
C02781,55,0,3285,365.0,9,53,3,0,4,0
C02782,26,0,2070,690.0,3,4,5,0,1,0
C02783,47,1,1302,434.0,3,19,5,0,4,0
C02784,31,0,4669,667.0,7,55,1,0,4,0
C02785,42,1,810,405.0,2,92,4,0,1,0
C02786,46,1,531,531.0,1,20,1,0,1,0
C02787,31,0,2238,746.0,3,29,5,0,3,0
C02788,49,1,2082,347.0,6,38,5,0,0,0
C02789,40,1,1936,484.0,4,96,1,1,0,0
C02790,31,0,1320,330.0,4,31,2,0,0,0
C02791,49,0,2400,480.0,5,94,4,1,5,1
C02792,39,0,5384,673.0,8,110,2,0,0,0
C02793,53,1,726,726.0,1,24,1,0,1,0
C02794,35,0,3066,511.0,6,111,4,1,5,1
C02795,45,0,1270,635.0,2,82,3,1,2,1
C02796,34,0,6523,593.0,11,120,3,1,5,1
C02797,47,0,1550,310.0,5,99,2,0,5,0
C02798,48,0,2508,627.0,4,58,4,0,4,0
C02799,46,0,5976,747.0,8,9,1,1,3,1
C02800,35,1,2520,315.0,8,73,4,0,4,0
C02801,35,1,9196,836.0,11,11,1,1,0,0
C02802,46,1,8592,716.0,12,94,1,1,1,0
C02803,33,1,4725,525.0,9,24,5,0,4,0
C02804,32,0,1274,637.0,2,79,1,0,0,1
C02805,59,1,2685,895.0,3,114,4,0,3,0
C02806,54,1,4250,850.0,5,79,1,0,2,0
C02807,49,0,924,308.0,3,71,3,1,1,0
C02808,27,0,3364,841.0,4,117,4,0,3,0
C02809,32,0,5810,581.0,10,102,4,0,3,0
C02810,48,1,5551,793.0,7,53,5,1,2,1
C02811,50,1,3900,780.0,5,40,1,1,2,1
C02812,32,0,4900,700.0,7,24,2,1,2,1
C02813,18,0,5499,611.0,9,117,3,1,4,1
C02814,48,0,3524,881.0,4,62,4,1,2,1
C02815,40,1,2907,323.0,9,33,5,0,2,0
C02816,44,1,6840,855.0,8,1,4,0,0,0
C02817,57,0,9097,827.0,11,17,2,1,4,1
C02818,45,0,3792,474.0,8,39,1,1,0,0
C02819,39,1,6723,747.0,9,103,2,1,0,0
C02820,29,1,1412,706.0,2,75,4,1,3,1
C02821,22,0,7704,856.0,9,116,5,1,2,1
C02822,49,1,4050,450.0,9,51,4,1,5,1
C02823,56,1,3184,796.0,4,103,3,0,2,0
C02824,49,1,3744,416.0,9,51,3,1,5,1
C02825,45,1,5733,637.0,9,19,5,0,2,0
C02826,50,0,403,403.0,1,16,5,0,3,0
C02827,19,1,4408,551.0,8,70,4,1,0,0
C02828,26,1,6312,789.0,8,99,3,0,0,0
C02829,21,0,1506,753.0,2,89,1,1,1,1
C02830,18,0,2622,437.0,6,106,3,0,0,0
C02831,31,0,5400,450.0,12,6,4,1,4,1
C02832,35,1,8880,888.0,10,35,4,0,1,0
C02833,56,0,566,566.0,1,119,2,1,2,1
C02834,37,1,1724,431.0,4,46,3,1,1,0
C02835,34,0,3531,321.0,11,48,1,0,3,0
C02836,33,0,2552,319.0,8,73,5,1,1,0
C02837,58,0,2058,343.0,6,69,3,0,3,0
C02838,25,0,5424,678.0,8,89,2,0,4,0
C02839,54,1,1314,438.0,3,95,5,1,2,1
C02840,41,1,6543,727.0,9,41,3,1,2,1
C02841,43,1,2250,375.0,6,110,2,0,2,0
C02842,56,1,7140,595.0,12,53,1,0,4,0
C02843,37,1,3360,672.0,5,10,3,0,5,0
C02844,55,0,1126,563.0,2,95,4,0,5,0
C02845,38,1,4104,684.0,6,118,5,1,1,0
C02846,27,1,3150,315.0,10,49,1,1,1,0
C02847,49,1,4500,750.0,6,30,4,1,4,1
C02848,24,1,4536,378.0,12,80,5,0,0,0
C02849,36,1,2172,543.0,4,10,5,1,0,0
C02850,20,0,4428,738.0,6,105,4,0,3,0
C02851,27,0,460,460.0,1,120,3,0,0,0
C02852,21,0,7974,886.0,9,21,2,0,1,0
C02853,48,1,4571,653.0,7,9,3,1,3,1
C02854,27,1,3320,415.0,8,117,2,1,3,1
C02855,49,1,5571,619.0,9,108,1,0,5,0
C02856,53,0,415,415.0,1,56,5,0,5,0
C02857,28,1,755,755.0,1,59,2,1,4,1
C02858,27,1,736,368.0,2,89,5,0,5,0
C02859,58,0,2388,398.0,6,59,2,1,4,1
C02860,57,0,1490,745.0,2,15,1,1,5,1
C02861,44,1,3536,884.0,4,2,2,1,3,1
C02862,51,1,6048,672.0,9,115,5,1,1,0
C02863,24,1,2312,578.0,4,68,4,0,2,0
C02864,56,0,7612,692.0,11,40,4,0,1,0
C02865,40,0,3325,475.0,7,47,3,0,4,0
C02866,28,1,650,325.0,2,28,2,1,0,0
C02867,51,1,4858,694.0,7,116,5,1,1,0
C02868,46,1,2580,860.0,3,36,2,0,1,0
C02869,40,0,3010,301.0,10,46,5,0,4,0
C02870,55,1,4206,701.0,6,58,3,0,3,0
C02871,31,1,927,309.0,3,16,2,1,4,1
C02872,49,1,7780,778.0,10,45,4,1,1,0
C02873,46,1,5373,597.0,9,82,2,0,3,0
C02874,23,1,4459,637.0,7,55,4,1,0,0
C02875,31,1,1256,628.0,2,65,2,0,5,1
C02876,34,0,2667,381.0,7,32,1,0,2,0
C02877,19,1,6705,745.0,9,36,1,1,1,0
C02878,42,0,906,302.0,3,92,1,1,5,1
C02879,42,1,6888,574.0,12,48,1,1,3,1
C02880,23,0,9625,875.0,11,45,4,0,4,0
C02881,52,0,3524,881.0,4,89,2,1,0,0
C02882,59,0,1336,334.0,4,74,1,0,5,0
C02883,57,1,1352,676.0,2,68,3,0,5,0
C02884,34,1,7569,841.0,9,24,1,0,0,0
C02885,32,1,1700,425.0,4,97,5,0,0,0
C02886,28,1,724,362.0,2,105,5,1,1,0
C02887,39,1,1885,377.0,5,97,4,0,1,0
C02888,46,0,1818,303.0,6,23,2,0,1,0
C02889,56,0,3216,804.0,4,116,1,0,2,0
C02890,46,1,1806,301.0,6,59,5,1,3,1
C02891,38,1,10428,869.0,12,112,1,0,4,0
C02892,34,1,1076,538.0,2,118,3,1,2,1
C02893,32,1,4312,539.0,8,94,1,1,5,1
C02894,60,1,1311,437.0,3,116,1,1,4,1
C02895,48,0,3152,394.0,8,25,1,1,1,0
C02896,36,1,5076,423.0,12,87,5,0,4,0
C02897,47,1,3771,419.0,9,101,1,1,5,1
C02898,33,1,4508,644.0,7,75,2,0,4,0
C02899,41,0,930,310.0,3,27,4,1,5,1
C02900,51,1,1785,357.0,5,54,2,1,5,1
C02901,54,0,2682,894.0,3,109,5,0,3,0
C02902,52,1,862,431.0,2,117,3,1,0,0
C02903,44,0,4584,382.0,12,12,5,0,0,0
C02904,25,0,5112,639.0,8,74,2,1,5,1
C02905,40,0,7263,807.0,9,50,3,0,3,0
C02906,25,1,5520,460.0,12,118,5,1,4,1
C02907,33,1,872,436.0,2,37,2,0,4,0
C02908,28,1,2024,506.0,4,44,4,1,3,1
C02909,54,0,484,484.0,1,63,3,0,3,0
C02910,53,1,2310,462.0,5,12,4,0,4,0
C02911,52,0,4490,449.0,10,17,3,0,5,0
C02912,50,1,9060,755.0,12,120,5,1,2,1
C02913,21,0,1806,301.0,6,94,2,0,1,0
C02914,20,0,8680,868.0,10,19,5,1,2,1
C02915,27,1,680,680.0,1,52,2,1,4,1
C02916,29,1,2996,749.0,4,92,1,0,2,0
C02917,43,1,3060,612.0,5,37,1,1,0,0
C02918,39,1,4780,478.0,10,49,5,1,5,1
C02919,33,1,5536,692.0,8,72,4,1,0,0
C02920,35,0,4416,736.0,6,112,5,0,3,0
C02921,23,1,2598,433.0,6,46,4,1,4,1
C02922,41,1,6944,868.0,8,32,4,1,4,1
C02923,57,0,4266,711.0,6,37,3,1,2,1
C02924,36,0,3924,436.0,9,10,1,0,5,0
C02925,25,1,8720,872.0,10,17,5,1,0,0
C02926,38,0,2175,725.0,3,55,5,0,1,0
C02927,38,1,9672,806.0,12,60,3,0,3,0
C02928,46,1,5004,834.0,6,32,4,0,0,0
C02929,57,0,6876,573.0,12,92,4,0,2,0
C02930,53,0,1089,363.0,3,94,4,0,3,0
C02931,25,0,2016,504.0,4,104,5,0,2,0
C02932,20,1,2304,384.0,6,110,5,1,4,1
C02933,31,0,5995,545.0,11,56,1,0,4,0
C02934,51,1,2025,675.0,3,69,4,0,2,0
C02935,39,0,1835,367.0,5,9,5,0,1,0
C02936,42,1,8660,866.0,10,89,4,1,4,1
C02937,60,1,2082,347.0,6,58,5,0,5,0
C02938,42,0,903,301.0,3,74,3,1,0,0
C02939,60,1,6984,582.0,12,89,1,1,3,1
C02940,39,1,3773,539.0,7,9,2,0,4,0
C02941,49,1,4590,765.0,6,73,5,0,2,0
C02942,42,0,5995,545.0,11,68,1,0,0,0
C02943,18,0,8436,703.0,12,46,3,0,0,0
C02944,49,0,2564,641.0,4,116,4,0,5,0
C02945,29,0,3775,755.0,5,30,2,0,1,0
C02946,33,0,6592,824.0,8,36,2,1,1,0
C02947,56,0,2480,620.0,4,18,5,1,3,1
C02948,48,0,2700,900.0,3,35,4,0,3,0
C02949,47,0,1030,515.0,2,16,2,0,0,0
C02950,35,1,7380,738.0,10,2,5,1,0,0
C02951,37,0,1332,333.0,4,109,5,0,2,0
C02952,19,0,2332,583.0,4,16,1,1,3,1
C02953,28,1,1953,651.0,3,63,3,1,2,1
C02954,27,1,2912,416.0,7,34,3,0,4,0
C02955,59,0,4961,451.0,11,116,4,0,0,0
C02956,19,1,7711,701.0,11,53,4,0,2,0
C02957,52,1,3395,679.0,5,85,3,0,4,0
C02958,18,1,1767,589.0,3,10,2,1,4,1
C02959,43,0,3816,636.0,6,42,5,0,3,0
C02960,18,0,5520,460.0,12,56,3,1,0,0
C02961,34,0,4038,673.0,6,45,5,0,5,0
C02962,43,0,6136,767.0,8,21,4,0,4,0
C02963,58,0,5392,674.0,8,54,2,1,4,1
C02964,56,1,6325,575.0,11,44,1,1,5,1
C02965,33,1,2256,752.0,3,64,4,1,2,1
C02966,54,1,1860,310.0,6,43,3,0,0,0
C02967,53,0,570,570.0,1,69,5,1,1,0
C02968,23,0,3997,571.0,7,22,3,1,4,1
C02969,22,1,5808,528.0,11,78,1,1,0,0
C02970,58,1,8190,819.0,10,45,2,1,2,1
C02971,36,0,346,346.0,1,8,1,0,3,0
C02972,38,0,7908,659.0,12,76,2,0,2,0
C02973,24,1,5334,889.0,6,67,2,0,0,0
C02974,56,1,3756,313.0,12,57,4,1,2,1
C02975,28,0,5115,465.0,11,10,5,1,1,0
C02976,45,0,2790,310.0,9,112,4,0,0,0
C02977,59,1,3285,365.0,9,42,3,0,0,0
C02978,21,1,1076,538.0,2,4,2,1,3,1
C02979,38,1,2436,609.0,4,70,1,0,4,0
C02980,51,1,1146,573.0,2,23,2,1,3,1
C02981,48,0,5274,586.0,9,79,4,1,3,1
C02982,52,0,7263,807.0,9,89,1,1,1,0
C02983,18,1,5520,690.0,8,71,5,0,0,0
C02984,28,1,7452,828.0,9,105,3,0,4,0
C02985,39,1,1792,896.0,2,102,2,0,1,1
C02986,51,0,2240,448.0,5,80,5,0,0,0
C02987,39,0,4104,456.0,9,96,3,1,1,0
C02988,45,1,898,449.0,2,3,1,1,5,1
C02989,28,0,6984,776.0,9,10,3,1,1,0
C02990,32,1,2400,300.0,8,15,1,0,0,0
C02991,30,1,1611,537.0,3,11,4,1,1,0
C02992,41,0,2334,389.0,6,38,2,1,4,1
C02993,51,1,3600,400.0,9,24,1,0,3,0
C02994,44,0,7623,847.0,9,111,2,0,5,0
C02995,59,0,3424,856.0,4,69,1,0,5,0
C02996,29,1,2532,633.0,4,77,4,0,5,0
C02997,18,1,1420,710.0,2,109,2,1,5,1
C02998,59,0,3176,794.0,4,114,2,0,3,0
C02999,27,0,7992,666.0,12,83,3,1,4,1
C03000,36,1,6858,762.0,9,32,3,0,2,0
C03001,37,1,3472,868.0,4,86,2,1,5,1
C03002,29,0,2007,669.0,3,22,1,1,5,1
C03003,37,1,2790,558.0,5,88,2,0,2,0
C03004,30,0,1968,492.0,4,10,3,1,4,1
C03005,58,0,6780,565.0,12,112,1,1,5,1
C03006,18,0,2784,348.0,8,74,2,1,4,1
C03007,38,0,3366,561.0,6,80,1,0,3,0
C03008,43,1,2832,472.0,6,85,3,1,3,1
C03009,47,0,2220,740.0,3,51,4,1,0,0
C03010,37,1,2079,693.0,3,56,2,1,4,1
C03011,32,0,6479,589.0,11,15,2,1,5,1
C03012,54,0,1708,427.0,4,109,5,1,0,0
